annotator,openalex_id,doi,landing_page_url,title,source_type,current_type,annotated_type,predicted_new_type,final_label_notes
rohan,https://openalex.org/W4243597889,https://doi.org/10.1007/978-3-319-97019-6,https://doi.org/10.1007/978-3-319-97019-6,,book series,,,,
rohan,https://openalex.org/W1971042427,https://doi.org/10.1016/0735-1097(95)91665-k,https://doi.org/10.1016/0735-1097(95)91665-k,,journal,,,,
rohan,https://openalex.org/W4230539093,https://doi.org/10.1126/science.59.1531.395,https://doi.org/10.1126/science.59.1531.395,,journal,,,,
rohan,https://openalex.org/W2159956570,https://doi.org/10.1016/b978-012134645-4/50006-8,https://doi.org/10.1016/b978-012134645-4/50006-8,,ebook platform,,,,
rohan,https://openalex.org/W4245199391,https://doi.org/10.1001/jama.1902.02480420050017,https://doi.org/10.1001/jama.1902.02480420050017,,journal,,,,
rohan,https://openalex.org/W4404203674,https://doi.org/10.2169/naika.112.2136,http://dx.doi.org/10.2169/naika.112.2136,,journal,,,,
rohan,https://openalex.org/W2989634694,https://doi.org/10.1109/ipcon.2019.8908415,https://doi.org/10.1109/ipcon.2019.8908415,,,,,,
rohan,https://openalex.org/W2328552327,https://doi.org/10.1386/jicms.1.1.55_1,https://doi.org/10.1386/jicms.1.1.55_1,,journal,,,,
rohan,https://openalex.org/W3004073465,https://doi.org/10.1007/s10915-020-01136-w,https://doi.org/10.1007/s10915-020-01136-w,,journal,,,,
rohan,https://openalex.org/W4233888649,https://doi.org/10.1553/brgoe2015-2s3,https://doi.org/10.1553/brgoe2015-2s3,,journal,,,,
rohan,https://openalex.org/W4416300384,https://doi.org/10.62335/maju.v2i6.1921,https://doi.org/10.62335/maju.v2i6.1921,,journal,,,,
rohan,https://openalex.org/W2094558448,https://doi.org/10.1017/s0022046900038914,https://doi.org/10.1017/s0022046900038914,,journal,,,,
